team_name,player_name,player_id,role,bowling_type,bowling_style,batting_hand,is_uncapped,ipl_batting_innings,ipl_batting_balls,ipl_batting_runs,ipl_batting_sr,ipl_bowling_matches,ipl_bowling_balls,ipl_bowling_wickets,ipl_bowling_economy
Rajasthan Royals,Shubham Dubey,a4e37e47,Batter,Medium,Right-arm pace,Right-hand,False,42.0,775.0,1171.0,151.1,2.0,18.0,1.0,15.67
Rajasthan Royals,Riyan Parag,04a418e8,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,35.0,683.0,1044.0,152.86,11.0,138.0,3.0,8.61
Rajasthan Royals,Ravi Singh,0a509d6b,Batter,Medium,Right-arm pace,Right-hand,False,36.0,557.0,848.0,152.24,0.0,0.0,0.0,0.0
Rajasthan Royals,Ravindra Jadeja,fe93fd9d,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,37.0,541.0,758.0,140.11,44.0,851.0,38.0,7.95
Rajasthan Royals,Dhruv Jurel,bcf325d2,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,35.0,442.0,680.0,153.85,0.0,0.0,0.0,0.0
Rajasthan Royals,Sam Curran,e94915e6,All-rounder,Fast,Left-arm pace,Left-hand,False,30.0,500.0,660.0,132.0,32.0,605.0,27.0,10.45
Rajasthan Royals,Shimron Hetmyer,48a1d7b7,Batter,Medium,Right-arm pace,Left-hand,False,35.0,428.0,651.0,152.1,0.0,0.0,0.0,0.0
Rajasthan Royals,Vaibhav Suryavanshi,470f446b,Batter,Medium,Left-arm pace,Left-hand,False,7.0,121.0,252.0,208.26,0.0,0.0,0.0,0.0
Rajasthan Royals,Jofra Archer,5574750c,Bowler,Fast,Right-arm pace,Right-hand,False,9.0,54.0,67.0,124.07,17.0,394.0,13.0,9.85
Rajasthan Royals,Ravi Bishnoi,df064e1a,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,12.0,49.0,37.0,75.51,39.0,787.0,35.0,9.0
Rajasthan Royals,Yudhvir Singh,4885bbe6,All-rounder,Medium,Right-arm pace,Right-hand,False,4.0,16.0,22.0,137.5,9.0,139.0,8.0,11.09
Rajasthan Royals,Donovan Ferreira,f0af99a7,Batter,Off-spin,Right-arm off-spin,Right-hand,False,3.0,14.0,9.0,64.29,0.0,0.0,0.0,0.0
Rajasthan Royals,Kwena Maphaka,107c26fb,Bowler,Fast,Left-arm pace,Left-hand,False,1.0,2.0,8.0,400.0,4.0,66.0,2.0,13.45
Rajasthan Royals,Sandeep Sharma,ce820073,Bowler,Fast,Right-arm pace,Right-hand,False,3.0,11.0,8.0,72.73,32.0,723.0,32.0,8.92
Rajasthan Royals,Tushar Deshpande,46a9bea1,Bowler,Fast,Right-arm pace,Right-hand,False,6.0,10.0,7.0,70.0,39.0,822.0,47.0,9.91
Rajasthan Royals,Adam Milne,350bb1b1,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan Royals,Aman Rao,0420f51f,Wicketkeeper,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan Royals,Brijesh Sharma,c18496e1,All-rounder,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan Royals,Kuldeep Sen,2e78f685,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,5.0,90.0,6.0,10.4
Rajasthan Royals,Lhuan-dre Pretorius,60aa2db3,All-rounder,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan Royals,Nandre Burger,465aa633,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,5.0,102.0,7.0,8.94
Rajasthan Royals,Sushant Mishra,c562ac6d,Bowler,Fast,Left-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan Royals,Vignesh Puthur,1e030637,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,0.0,0.0,0.0,0.0,5.0,72.0,6.0,9.08
Rajasthan Royals,Yash Raj Punja,,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Virat Kohli,ba607b88,Batter,Medium,Right-arm pace,Right-hand,False,44.0,1390.0,2037.0,146.55,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Phil Salt,3d284ca3,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,34.0,595.0,1056.0,177.48,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Venkatesh Iyer,a24be938,All-rounder,Medium,Right-arm pace,Left-hand,False,34.0,611.0,916.0,149.92,1.0,6.0,0.0,28.0
Royal Challengers Bengaluru,Jitesh Sharma,800d2d97,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,37.0,485.0,757.0,156.08,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Rajat Patidar,c740ea83,Batter,Off-spin,Right-arm off-spin,Right-hand,False,27.0,440.0,707.0,160.68,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Tim David,f1f99156,Batter,Off-spin,Right-arm off-spin,Right-hand,False,35.0,395.0,659.0,166.84,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Devdutt Padikkal,2c25d4f5,Batter,Medium,Right-arm pace,Left-hand,False,28.0,415.0,546.0,131.57,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Krunal Pandya,5b8c830e,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,32.0,355.0,430.0,121.13,39.0,726.0,32.0,7.92
Royal Challengers Bengaluru,Romario Shepherd,c5aef772,All-rounder,Fast,Right-arm pace,Right-hand,False,9.0,45.0,127.0,282.22,12.0,156.0,7.0,12.23
Royal Challengers Bengaluru,Bhuvneshwar Kumar,2e81a32d,Bowler,Fast,Right-arm pace,Right-hand,False,16.0,101.0,79.0,78.22,44.0,960.0,44.0,9.23
Royal Challengers Bengaluru,Jacob Bethell,3c55c703,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,2.0,39.0,67.0,171.79,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Swapnil Singh,983f2f61,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,6.0,25.0,39.0,156.0,9.0,102.0,6.0,8.88
Royal Challengers Bengaluru,Yash Dayal,7210d461,Bowler,Fast,Left-arm pace,Left-hand,False,3.0,8.0,4.0,50.0,34.0,680.0,30.0,9.85
Royal Challengers Bengaluru,Josh Hazlewood,03806cf8,Bowler,Fast,Right-arm pace,Left-hand,False,2.0,3.0,1.0,33.33,15.0,318.0,25.0,8.77
Royal Challengers Bengaluru,Abhinandan Singh,,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Jacob Duffy,dadbdb68,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Jordan Cox,ff154ecd,Wicketkeeper,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Mangesh Yadav,b1ad996b,Bowler,Fast,Left-arm pace,Left-hand,False,0.0,0.0,0.0,0.0,6.0,121.0,9.0,9.32
Royal Challengers Bengaluru,Raqibul Hasan,17efdeb8,Batter,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Satvik Deswal,,Bowler,Left-arm wrist spin,Left-arm wrist spin,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Suyash Sharma,9440ef41,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,0.0,0.0,0.0,0.0,27.0,558.0,18.0,8.98
Sunrisers Hyderabad,Heinrich Klaasen,235c2bb6,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,39.0,807.0,1414.0,175.22,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Abhishek Sharma,f29185a1,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,40.0,616.0,1149.0,186.53,15.0,180.0,4.0,9.7
Sunrisers Hyderabad,Ishan Kishan,752f7486,Wicketkeeper,Medium,Right-arm pace,Left-hand,False,42.0,764.0,1128.0,147.64,1.0,1.0,0.0,24.0
Sunrisers Hyderabad,Travis Head,12b610c2,Batter,Left-arm orthodox,Left-arm orthodox,Left-hand,False,27.0,520.0,941.0,180.96,1.0,10.0,0.0,19.2
Sunrisers Hyderabad,Liam Livingstone,50c6bc2b,All-rounder,Leg-spin,Right-arm leg-spin,Right-hand,False,24.0,328.0,502.0,153.05,14.0,168.0,7.0,9.14
Sunrisers Hyderabad,Nitish Kumar Reddy,aad0c365,All-rounder,Fast,Right-arm pace,Right-hand,False,22.0,364.0,485.0,133.24,12.0,139.0,5.0,11.01
Sunrisers Hyderabad,Aniket Verma,a3b0600d,Batter,Medium,Right-arm pace,Right-hand,False,12.0,142.0,236.0,166.2,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Pat Cummins,ded9240e,Bowler,Fast,Right-arm pace,Right-hand,False,19.0,152.0,233.0,153.29,30.0,664.0,34.0,9.32
Sunrisers Hyderabad,Kamindu Mendis,08548b13,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,5.0,68.0,92.0,135.29,4.0,42.0,2.0,8.57
Sunrisers Hyderabad,Harshal Patel,f986ca1a,Bowler,Fast,Right-arm pace,Right-hand,False,10.0,51.0,40.0,78.43,40.0,840.0,54.0,9.91
Sunrisers Hyderabad,Jaydev Unadkat,1e66c162,Bowler,Fast,Left-arm pace,Left-hand,False,6.0,33.0,33.0,100.0,21.0,378.0,19.0,9.37
Sunrisers Hyderabad,Shivang Kumar,8998a68f,Bowler,Fast,Right-arm pace,Right-hand,False,3.0,24.0,18.0,75.0,2.0,20.0,0.0,11.4
Sunrisers Hyderabad,Amit Kumar,d45c29b1,All-rounder,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,7.0,123.0,11.0,11.41
Sunrisers Hyderabad,Brydon Carse,cad40f5e,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Eshan Malinga,5750bcb4,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,7.0,160.0,13.0,9.15
Sunrisers Hyderabad,Harsh Dubey,25228673,Bowler,Off-spin,Right-arm off-spin,Right-hand,False,0.0,0.0,0.0,0.0,3.0,60.0,5.0,9.8
Sunrisers Hyderabad,Jack Edwards,f787e0eb,All-rounder,Off-spin,Right-arm off-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Krains Fuletra,,All-rounder,Left-arm wrist spin,Left-arm wrist spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Onkar Tarmale,,Batter,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Praful Hinge,,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Ravichandran Smaran,,Batter,Medium,Right-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Sakib Hussain,280fff14,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Salil Arora,263f1761,Batter,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Shivam Mavi,c38d3503,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Zeeshan Ansari,36619795,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,False,0.0,0.0,0.0,0.0,10.0,203.0,6.0,9.87
