team_name,player_name,player_id,role,bowling_type,batting_hand,ipl_batting_innings,ipl_batting_balls,ipl_batting_runs,ipl_batting_sr,ipl_batting_avg,ipl_boundary_pct,ipl_bowling_matches,ipl_bowling_balls,ipl_bowling_wickets,ipl_bowling_economy,ipl_bowling_avg,ipl_dot_ball_pct,batting_sample_size,bowling_sample_size
Punjab Kings,Shreyas Iyer,85ec8e33,Batter,Leg-spin,Right-hand,131,2790.0,3731.0,133.73,34.55,16.7,1,6.0,0.0,7.0,0.0,66.67,HIGH,LOW
Punjab Kings,Marcus Stoinis,d9273ee7,All-rounder,Fast,Right-hand,99,1393.0,2026.0,145.44,28.54,18.95,71,888.0,44.0,9.98,33.57,26.91,HIGH,HIGH
Punjab Kings,Harnoor Singh,8b5b6769,Batter,Medium,Left-hand,88,599.0,833.0,139.07,16.33,20.2,160,3416.0,150.0,7.2,27.34,36.97,HIGH,HIGH
Punjab Kings,Prabhsimran Singh,9418198b,Wicketkeeper,Medium,Right-hand,52,884.0,1355.0,153.28,27.1,23.98,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Punjab Kings,Shashank Singh,26989d80,All-rounder,Medium,Right-hand,33,490.0,773.0,157.76,42.94,20.2,4,30.0,1.0,10.4,52.0,16.67,MEDIUM,LOW
Punjab Kings,Nehal Wadhera,d1a60072,Batter,Medium,Right-hand,31,501.0,719.0,143.51,27.65,19.76,2,17.0,0.0,7.76,0.0,17.65,HIGH,LOW
Punjab Kings,Harpreet Brar,c05edf8e,All-rounder,Left-arm orthodox,Left-hand,26,203.0,244.0,120.2,20.33,14.29,46,811.0,35.0,8.12,31.34,33.17,MEDIUM,HIGH
Punjab Kings,Marco Jansen,81c36ee9,All-rounder,Fast,Left-hand,20,129.0,141.0,109.3,12.82,10.85,35,735.0,36.0,9.63,32.78,38.23,MEDIUM,HIGH
Punjab Kings,Priyansh Arya,b5797845,Batter,Medium,Left-hand,18,298.0,545.0,182.89,30.28,30.54,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,UNCAPPED
Punjab Kings,Yuzvendra Chahal,57ee1fde,Bowler,Leg-spin,Right-hand,17,86.0,37.0,43.02,6.17,0.0,172,3791.0,221.0,8.09,23.13,33.39,LOW,HIGH
Punjab Kings,Arshdeep Singh,244048f6,Bowler,Fast,Left-hand,13,46.0,31.0,67.39,5.17,8.7,81,1714.0,97.0,9.19,27.05,35.36,LOW,HIGH
Punjab Kings,Azmatullah Omarzai,8f6dd463,All-rounder,Fast,Right-hand,9,74.0,99.0,133.78,12.38,17.57,15,288.0,12.0,9.92,39.67,32.99,LOW,MEDIUM
Punjab Kings,Lockie Ferguson,2f9d0389,Bowler,Fast,Right-hand,8,46.0,72.0,156.52,24.0,19.57,49,1023.0,51.0,9.13,30.51,36.56,LOW,HIGH
Punjab Kings,Vishnu Vinod,0494fa6e,Wicketkeeper,Medium,Right-hand,6,56.0,56.0,100.0,9.33,10.71,0,0.0,0.0,0.0,0.0,0.0,LOW,UNCAPPED
Punjab Kings,Vijaykumar Vyshak,54e52590,Bowler,Fast,Right-hand,4,12.0,14.0,116.67,7.0,8.33,16,333.0,17.0,10.4,33.94,28.23,LOW,HIGH
Punjab Kings,Suryansh Shedge,970ddd24,All-rounder,Off-spin,Right-hand,3,11.0,7.0,63.64,2.33,0.0,1,18.0,0.0,13.33,0.0,5.56,LOW,LOW
Punjab Kings,Musheer Khan,d621b427,All-rounder,Left-arm orthodox,Left-hand,1,3.0,0.0,0.0,0.0,0.0,1,12.0,1.0,13.5,27.0,8.33,LOW,LOW
Punjab Kings,Xavier Bartlett,3b53243a,Bowler,Fast,Right-hand,1,15.0,11.0,73.33,11.0,6.67,4,60.0,2.0,9.6,48.0,46.67,LOW,MEDIUM
Punjab Kings,Yash Thakur,4b31f3a3,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,21,443.0,25.0,10.59,31.28,31.15,UNCAPPED,HIGH
Punjab Kings,Pyla Avinash,,Batter,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Punjab Kings,Cooper Connolly,fe366f34,All-rounder,Left-arm orthodox,Left-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Punjab Kings,Ben Dwarshuis,e1b9f3a9,Bowler,Fast,Left-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Rajasthan Royals,Ravindra Jadeja,fe93fd9d,All-rounder,Left-arm orthodox,Left-hand,194,2489.0,3260.0,130.98,28.35,14.34,225,4056.0,170.0,7.75,30.84,31.85,HIGH,HIGH
Rajasthan Royals,Shimron Hetmyer,48a1d7b7,Batter,Medium,Left-hand,78,971.0,1482.0,152.63,29.64,19.16,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Rajasthan Royals,Shubham Dubey,a4e37e47,Batter,Medium,Right-hand,75,1290.0,1859.0,144.11,30.98,17.83,15,124.0,5.0,10.79,44.6,19.35,HIGH,MEDIUM
Rajasthan Royals,Riyan Parag,04a418e8,All-rounder,Off-spin,Right-hand,72,1100.0,1566.0,142.36,27.47,18.0,30,295.0,7.0,9.72,68.29,22.03,HIGH,MEDIUM
Rajasthan Royals,Yashasvi Jaiswal,6c19c6e5,Batter,Left-arm orthodox,Left-hand,66,1412.0,2166.0,153.4,34.94,24.86,1,1.0,0.0,36.0,0.0,0.0,HIGH,LOW
Rajasthan Royals,Sam Curran,e94915e6,All-rounder,Fast,Left-hand,53,725.0,997.0,137.52,24.93,17.38,63,1253.0,59.0,9.86,34.9,31.44,HIGH,HIGH
Rajasthan Royals,Ravi Singh,0a509d6b,Batter,Medium,Right-hand,51,750.0,1099.0,146.53,30.53,19.07,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Rajasthan Royals,Dhruv Jurel,bcf325d2,Wicketkeeper,Medium,Right-hand,35,442.0,680.0,153.85,30.91,20.14,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,UNCAPPED
Rajasthan Royals,Jofra Archer,5574750c,Bowler,Fast,Right-hand,30,174.0,262.0,150.57,14.56,18.39,52,1221.0,59.0,8.13,28.05,42.83,MEDIUM,HIGH
Rajasthan Royals,Sandeep Sharma,ce820073,Bowler,Fast,Right-hand,26,74.0,60.0,81.08,12.0,5.41,136,3041.0,146.0,8.13,28.23,38.61,LOW,HIGH
Rajasthan Royals,Brijesh Sharma,c18496e1,All-rounder,Medium,Right-hand,17,123.0,187.0,152.03,31.17,16.26,28,426.0,17.0,8.18,34.18,30.75,MEDIUM,HIGH
Rajasthan Royals,Ravi Bishnoi,df064e1a,Bowler,Leg-spin,Right-hand,16,66.0,45.0,68.18,5.0,6.06,76,1633.0,72.0,8.31,31.43,34.23,LOW,HIGH
Rajasthan Royals,Tushar Deshpande,46a9bea1,Bowler,Fast,Right-hand,8,22.0,28.0,127.27,14.0,13.64,46,966.0,51.0,10.04,31.71,35.3,LOW,HIGH
Rajasthan Royals,Vaibhav Suryavanshi,470f446b,Batter,Medium,Left-hand,7,121.0,252.0,208.26,36.0,34.71,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,UNCAPPED
Rajasthan Royals,Adam Milne,350bb1b1,Bowler,Fast,Right-hand,6,29.0,23.0,79.31,5.75,3.45,10,207.0,7.0,9.83,48.43,33.33,LOW,MEDIUM
Rajasthan Royals,Yudhvir Singh,4885bbe6,All-rounder,Medium,Right-hand,4,16.0,22.0,137.5,5.5,18.75,9,139.0,8.0,11.09,32.13,38.85,LOW,MEDIUM
Rajasthan Royals,Donovan Ferreira,f0af99a7,Batter,Off-spin,Right-hand,3,14.0,9.0,64.29,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,LOW,UNCAPPED
Rajasthan Royals,Kuldeep Sen,2e78f685,Bowler,Fast,Right-hand,1,3.0,0.0,0.0,0.0,0.0,12,241.0,14.0,9.86,28.29,34.44,LOW,MEDIUM
Rajasthan Royals,Kwena Maphaka,107c26fb,Bowler,Fast,Left-hand,1,2.0,8.0,400.0,0.0,100.0,4,66.0,2.0,13.45,74.0,33.33,LOW,MEDIUM
Rajasthan Royals,Nandre Burger,465aa633,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,5,102.0,7.0,8.94,21.71,45.1,UNCAPPED,MEDIUM
Rajasthan Royals,Vignesh Puthur,1e030637,Bowler,Leg-spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,5,72.0,6.0,9.08,18.17,33.33,UNCAPPED,MEDIUM
Rajasthan Royals,Yash Raj Punja,,Bowler,Leg-spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Rajasthan Royals,Aman Rao,0420f51f,Wicketkeeper,Medium,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Rajasthan Royals,Sushant Mishra,c562ac6d,Bowler,Fast,Left-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Rajasthan Royals,Lhuan-dre Pretorius,60aa2db3,All-rounder,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Royal Challengers Bengaluru,Virat Kohli,ba607b88,Batter,Medium,Right-hand,259,6501.0,8661.0,133.23,39.91,16.37,26,251.0,4.0,8.87,92.75,20.72,HIGH,MEDIUM
Royal Challengers Bengaluru,Krunal Pandya,5b8c830e,All-rounder,Left-arm orthodox,Left-hand,114,1324.0,1756.0,132.63,22.81,16.47,132,2398.0,93.0,7.57,32.52,31.65,HIGH,HIGH
Royal Challengers Bengaluru,Devdutt Padikkal,2c25d4f5,Batter,Medium,Left-hand,74,1425.0,1806.0,126.74,25.8,17.4,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Royal Challengers Bengaluru,Bhuvneshwar Kumar,2e81a32d,Bowler,Fast,Right-hand,71,350.0,320.0,91.43,9.14,9.71,190,4222.0,198.0,7.87,27.98,41.4,MEDIUM,HIGH
Royal Challengers Bengaluru,Venkatesh Iyer,a24be938,All-rounder,Medium,Left-hand,56,1068.0,1468.0,137.45,29.96,18.82,9,81.0,3.0,10.74,48.33,18.52,HIGH,MEDIUM
Royal Challengers Bengaluru,Jitesh Sharma,800d2d97,Wicketkeeper,Medium,Right-hand,47,628.0,991.0,157.8,25.41,22.13,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Royal Challengers Bengaluru,Tim David,f1f99156,Batter,Off-spin,Right-hand,44,484.0,846.0,174.79,33.84,23.55,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,UNCAPPED
Royal Challengers Bengaluru,Rajat Patidar,c740ea83,Batter,Off-spin,Right-hand,38,719.0,1111.0,154.52,31.74,20.03,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Royal Challengers Bengaluru,Phil Salt,3d284ca3,Wicketkeeper,Medium,Right-hand,34,595.0,1056.0,177.48,34.06,29.92,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Royal Challengers Bengaluru,Abhinandan Singh,244048f6,Bowler,Fast,Right-hand,13,46.0,31.0,67.39,5.17,8.7,81,1714.0,97.0,9.19,27.05,35.36,LOW,HIGH
Royal Challengers Bengaluru,Romario Shepherd,c5aef772,All-rounder,Fast,Right-hand,12,85.0,185.0,217.65,26.43,34.12,15,210.0,10.0,11.89,41.6,30.0,LOW,MEDIUM
Royal Challengers Bengaluru,Swapnil Singh,983f2f61,All-rounder,Left-arm orthodox,Left-hand,9,45.0,51.0,113.33,10.2,13.33,14,162.0,7.0,8.93,34.43,24.07,LOW,MEDIUM
Royal Challengers Bengaluru,Josh Hazlewood,03806cf8,Bowler,Fast,Left-hand,7,29.0,19.0,65.52,0.0,3.45,39,867.0,57.0,8.44,21.39,43.37,LOW,HIGH
Royal Challengers Bengaluru,Yash Dayal,7210d461,Bowler,Fast,Left-hand,4,9.0,4.0,44.44,1.33,0.0,43,872.0,41.0,9.72,34.44,35.21,LOW,HIGH
Royal Challengers Bengaluru,Jacob Bethell,3c55c703,All-rounder,Left-arm orthodox,Left-hand,2,39.0,67.0,171.79,33.5,30.77,0,0.0,0.0,0.0,0.0,0.0,LOW,UNCAPPED
Royal Challengers Bengaluru,Suyash Sharma,9440ef41,Bowler,Leg-spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,27,558.0,18.0,8.98,46.39,31.9,UNCAPPED,HIGH
Royal Challengers Bengaluru,Mangesh Yadav,b1ad996b,Bowler,Fast,Left-hand,0,0.0,0.0,0.0,0.0,0.0,6,121.0,9.0,9.32,20.89,47.11,UNCAPPED,MEDIUM
Royal Challengers Bengaluru,Raqibul Hasan,17efdeb8,Batter,Medium,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Royal Challengers Bengaluru,Satvik Deswal,,Bowler,Left-arm wrist spin,Left-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Royal Challengers Bengaluru,Jacob Duffy,dadbdb68,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Royal Challengers Bengaluru,Jordan Cox,ff154ecd,Wicketkeeper,Medium,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Ishan Kishan,752f7486,Wicketkeeper,Medium,Left-hand,112,2171.0,2998.0,138.09,29.68,19.44,1,1.0,0.0,24.0,0.0,0.0,HIGH,LOW
Sunrisers Hyderabad,Abhishek Sharma,f29185a1,All-rounder,Left-arm orthodox,Left-hand,74,1108.0,1816.0,163.9,27.52,24.82,32,336.0,11.0,9.09,46.27,27.08,HIGH,HIGH
Sunrisers Hyderabad,Pat Cummins,ded9240e,Bowler,Fast,Right-hand,48,400.0,612.0,153.0,21.1,20.0,72,1617.0,79.0,9.04,30.84,35.75,MEDIUM,HIGH
Sunrisers Hyderabad,Liam Livingstone,50c6bc2b,All-rounder,Leg-spin,Right-hand,47,655.0,1051.0,160.46,26.95,22.14,27,312.0,13.0,9.06,36.23,25.96,HIGH,HIGH
Sunrisers Hyderabad,Heinrich Klaasen,235c2bb6,Wicketkeeper,Medium,Right-hand,45,863.0,1480.0,171.49,41.11,21.67,0,0.0,0.0,0.0,0.0,0.0,HIGH,UNCAPPED
Sunrisers Hyderabad,Harshal Patel,f986ca1a,Bowler,Fast,Right-hand,41,229.0,270.0,117.9,10.38,13.54,116,2425.0,151.0,9.03,24.17,32.66,MEDIUM,HIGH
Sunrisers Hyderabad,Travis Head,12b610c2,Batter,Left-arm orthodox,Left-hand,37,667.0,1146.0,171.81,35.81,27.14,6,58.0,2.0,11.69,56.5,15.52,HIGH,LOW
Sunrisers Hyderabad,Jaydev Unadkat,1e66c162,Bowler,Fast,Left-hand,27,166.0,197.0,118.67,15.15,13.86,111,2274.0,110.0,8.96,30.87,32.37,MEDIUM,HIGH
Sunrisers Hyderabad,Nitish Kumar Reddy,aad0c365,All-rounder,Fast,Right-hand,22,364.0,485.0,133.24,28.53,15.38,12,139.0,5.0,11.01,51.0,27.34,MEDIUM,MEDIUM
Sunrisers Hyderabad,Aniket Verma,a3b0600d,Batter,Medium,Right-hand,12,142.0,236.0,166.2,26.22,22.54,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,UNCAPPED
Sunrisers Hyderabad,Shivam Mavi,c38d3503,Bowler,Fast,Right-hand,11,56.0,51.0,91.07,5.67,10.71,32,649.0,30.0,8.86,31.93,39.14,LOW,HIGH
Sunrisers Hyderabad,Kamindu Mendis,08548b13,All-rounder,Left-arm orthodox,Left-hand,5,68.0,92.0,135.29,23.0,13.24,4,42.0,2.0,8.57,30.0,26.19,LOW,LOW
Sunrisers Hyderabad,Shivang Kumar,8998a68f,Bowler,Fast,Right-hand,3,24.0,18.0,75.0,9.0,12.5,2,20.0,0.0,11.4,0.0,20.0,LOW,LOW
Sunrisers Hyderabad,Zeeshan Ansari,36619795,Bowler,Left-arm orthodox,Left-hand,0,0.0,0.0,0.0,0.0,0.0,10,203.0,6.0,9.87,55.67,23.15,UNCAPPED,MEDIUM
Sunrisers Hyderabad,Amit Kumar,d45c29b1,All-rounder,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,7,123.0,11.0,11.41,21.27,28.46,UNCAPPED,MEDIUM
Sunrisers Hyderabad,Eshan Malinga,5750bcb4,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,7,160.0,13.0,9.15,18.77,33.13,UNCAPPED,MEDIUM
Sunrisers Hyderabad,Harsh Dubey,25228673,Bowler,Off-spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,3,60.0,5.0,9.8,19.6,30.0,UNCAPPED,MEDIUM
Sunrisers Hyderabad,Praful Hinge,,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Brydon Carse,cad40f5e,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Sakib Hussain,280fff14,Bowler,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Ravichandran Smaran,,Batter,Medium,Left-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Onkar Tarmale,,Batter,Fast,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Krains Fuletra,,All-rounder,Left-arm wrist spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Salil Arora,263f1761,Batter,Medium,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
Sunrisers Hyderabad,Jack Edwards,f787e0eb,All-rounder,Off-spin,Right-hand,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,UNCAPPED,UNCAPPED
