team_name,player_name,player_id,role,bowling_type,ipl_batting_innings,ipl_batting_balls,ipl_batting_runs,ipl_batting_sr,ipl_bowling_matches,ipl_bowling_balls,ipl_bowling_wickets,ipl_bowling_economy
Sunrisers Hyderabad,Harshal Patel,f986ca1a,Bowler,Fast,41,229.0,270.0,117.9,116,2425.0,151.0,9.03
Sunrisers Hyderabad,Travis Head,12b610c2,Batter,Left-arm orthodox,37,667.0,1146.0,171.81,6,58.0,2.0,11.69
Sunrisers Hyderabad,Jaydev Unadkat,1e66c162,Bowler,Fast,27,166.0,197.0,118.67,111,2274.0,110.0,8.96
Sunrisers Hyderabad,Nitish Kumar Reddy,aad0c365,All-rounder,Fast,22,364.0,485.0,133.24,12,139.0,5.0,11.01
Sunrisers Hyderabad,Aniket Verma,a3b0600d,Batter,Medium,12,142.0,236.0,166.2,0,0.0,0.0,0.0
Sunrisers Hyderabad,Shivam Mavi,c38d3503,Bowler,Fast,11,56.0,51.0,91.07,32,649.0,30.0,8.86
Sunrisers Hyderabad,Kamindu Mendis,08548b13,All-rounder,Left-arm orthodox,5,68.0,92.0,135.29,4,42.0,2.0,8.57
Sunrisers Hyderabad,Shivang Kumar,8998a68f,Bowler,Fast,3,24.0,18.0,75.0,2,20.0,0.0,11.4
Sunrisers Hyderabad,Zeeshan Ansari,36619795,Bowler,Left-arm orthodox,0,0.0,0.0,0.0,10,203.0,6.0,9.87
Sunrisers Hyderabad,Amit Kumar,d45c29b1,All-rounder,Fast,0,0.0,0.0,0.0,7,123.0,11.0,11.41
Sunrisers Hyderabad,Eshan Malinga,5750bcb4,Bowler,Fast,0,0.0,0.0,0.0,7,160.0,13.0,9.15
Sunrisers Hyderabad,Harsh Dubey,25228673,Bowler,Off-spin,0,0.0,0.0,0.0,3,60.0,5.0,9.8
Sunrisers Hyderabad,Praful Hinge,,Bowler,Fast,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Brydon Carse,cad40f5e,Bowler,Fast,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Sakib Hussain,280fff14,Bowler,Fast,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Ravichandran Smaran,,Batter,Medium,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Onkar Tarmale,,Batter,Fast,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Krains Fuletra,,All-rounder,Left-arm wrist spin,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Salil Arora,263f1761,Batter,Medium,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Sunrisers Hyderabad,Jack Edwards,f787e0eb,All-rounder,Off-spin,0,0.0,0.0,0.0,0,0.0,0.0,0.0
