team_name,player_name,player_id,role,bowling_type,bowling_type_secondary,is_ipl_uncapped,ipl_batting_innings,ipl_batting_balls,ipl_batting_runs,ipl_batting_sr,ipl_bowling_matches,ipl_bowling_balls,ipl_bowling_wickets,ipl_bowling_economy
Royal Challengers Bengaluru,Phil Salt,3d284ca3,Wicketkeeper,Medium,,False,34.0,595.0,1056.0,177.48,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Jitesh Sharma,800d2d97,Wicketkeeper,Medium,,False,47.0,628.0,991.0,157.8,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Tim David,f1f99156,Batter,Off-spin,,False,44.0,484.0,846.0,174.79,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Bhuvneshwar Kumar,2e81a32d,Bowler,Fast,,False,71.0,350.0,320.0,91.43,190.0,4222.0,198.0,7.87
Royal Challengers Bengaluru,Romario Shepherd,c5aef772,All-rounder,Fast,,False,12.0,85.0,185.0,217.65,15.0,210.0,10.0,11.89
Royal Challengers Bengaluru,Jacob Bethell,3c55c703,All-rounder,Left-arm orthodox,,False,2.0,39.0,67.0,171.79,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Swapnil Singh,983f2f61,All-rounder,Left-arm orthodox,,False,9.0,45.0,51.0,113.33,14.0,162.0,7.0,8.93
Royal Challengers Bengaluru,Josh Hazlewood,03806cf8,Bowler,Fast,,False,7.0,29.0,19.0,65.52,39.0,867.0,57.0,8.44
Royal Challengers Bengaluru,Yash Dayal,7210d461,Bowler,Fast,,False,4.0,9.0,4.0,44.44,43.0,872.0,41.0,9.72
Royal Challengers Bengaluru,Abhinandan Singh,uncapped_abhinandan_singh,Bowler,Fast,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Jacob Duffy,dadbdb68,Bowler,Fast,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Jordan Cox,ff154ecd,Wicketkeeper,Medium,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Kanishk Chouhan,uncapped_kanishk_chouhan,Bowler,Leg-spin,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Mangesh Yadav,b1ad996b,Bowler,Fast,,False,0.0,0.0,0.0,0.0,6.0,121.0,9.0,9.32
Royal Challengers Bengaluru,Rasikh Salam Dar,uncapped_rasikh_salam_dar,Bowler,Fast,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Satvik Deswal,,Bowler,Left-arm wrist spin,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Suyash Sharma,9440ef41,Bowler,Leg-spin,,False,0.0,0.0,0.0,0.0,27.0,558.0,18.0,8.98
Royal Challengers Bengaluru,Vicky Ostwal,uncapped_vicky_ostwal,Bowler,Left-arm orthodox,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Challengers Bengaluru,Vihaan Malhotra,uncapped_vihaan_malhotra,Batter,Medium,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Ishan Kishan,752f7486,Wicketkeeper,Medium,,False,112.0,2171.0,2998.0,138.09,1.0,1.0,0.0,24.0
Sunrisers Hyderabad,Abhishek Sharma,f29185a1,All-rounder,Left-arm orthodox,,False,74.0,1108.0,1816.0,163.9,32.0,336.0,11.0,9.09
Sunrisers Hyderabad,Heinrich Klaasen,235c2bb6,Wicketkeeper,Medium,,False,45.0,863.0,1480.0,171.49,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Travis Head,12b610c2,Batter,Off-spin,,False,37.0,667.0,1146.0,171.81,6.0,58.0,2.0,11.69
Sunrisers Hyderabad,Liam Livingstone,50c6bc2b,All-rounder,Leg-spin,Off-spin,False,47.0,655.0,1051.0,160.46,27.0,312.0,13.0,9.06
Sunrisers Hyderabad,Pat Cummins,ded9240e,Bowler,Fast,,False,48.0,400.0,612.0,153.0,72.0,1617.0,79.0,9.04
Sunrisers Hyderabad,Nitish Kumar Reddy,aad0c365,All-rounder,Medium,,False,22.0,364.0,485.0,133.24,12.0,139.0,5.0,11.01
Sunrisers Hyderabad,Harshal Patel,f986ca1a,Bowler,Fast,,False,41.0,229.0,270.0,117.9,116.0,2425.0,151.0,9.03
Sunrisers Hyderabad,Aniket Verma,a3b0600d,Batter,Medium,,False,12.0,142.0,236.0,166.2,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Jaydev Unadkat,1e66c162,Bowler,Fast,,False,27.0,166.0,197.0,118.67,111.0,2274.0,110.0,8.96
Sunrisers Hyderabad,Kamindu Mendis,08548b13,All-rounder,Off-spin,Left-arm orthodox,False,5.0,68.0,92.0,135.29,4.0,42.0,2.0,8.57
Sunrisers Hyderabad,Shivam Mavi,c38d3503,Bowler,Fast,,False,11.0,56.0,51.0,91.07,32.0,649.0,30.0,8.86
Sunrisers Hyderabad,Amit Kumar,uncapped_amit_kumar,All-rounder,Leg-spin,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Brydon Carse,cad40f5e,Bowler,Fast,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Eshan Malinga,5750bcb4,Bowler,Fast,,False,0.0,0.0,0.0,0.0,7.0,160.0,13.0,9.15
Sunrisers Hyderabad,Harsh Dubey,25228673,Bowler,Left-arm orthodox,,False,0.0,0.0,0.0,0.0,3.0,60.0,5.0,9.8
Sunrisers Hyderabad,Jack Edwards,f787e0eb,All-rounder,Off-spin,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Krains Fuletra,,All-rounder,Left-arm wrist spin,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Onkar Tarmale,,Batter,Fast,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Praful Hinge,,Bowler,Fast,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Ravichandran Smaran,,Batter,Medium,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Sakib Hussain,280fff14,Bowler,Fast,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Salil Arora,263f1761,Batter,Medium,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Shivang Kumar,uncapped_shivang_kumar,Bowler,Left-arm wrist spin,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Zeeshan Ansari,36619795,Bowler,Left-arm orthodox,,False,0.0,0.0,0.0,0.0,10.0,203.0,6.0,9.87
